season,competition,round,date,time,home,away,home_score,away_score,penalties,venue_side,attendance,report_url,match_id
2014-15,Ligue 1,29,dim. 15/03/2015,21:00,Marseille,Lyon,0,0,non,E,62.832,/spielbericht/index/spielbericht/2482389,2482389
2014-15,Ligue 1,30,sam. 21/03/2015,16:00,Lyon,OGC Nice,1,2,non,D,36.300,/spielbericht/index/spielbericht/2482404,2482404
2014-15,Ligue 1,31,sam. 04/04/2015,17:00,EA Guingamp,Lyon,1,3,non,E,17.381,/spielbericht/index/spielbericht/2482409,2482409
2014-15,Ligue 1,32,mer. 15/04/2015,18:30,Lyon,SC Bastia,2,0,non,D,36.549,/spielbericht/index/spielbericht/2482415,2482415
2014-15,Ligue 1,33,dim. 19/04/2015,21:00,Lyon,Saint-Étienne,2,2,non,D,37.715,/spielbericht/index/spielbericht/2482433,2482433
2014-15,Ligue 1,34,dim. 26/04/2015,21:00,Stade de Reims,Lyon,2,4,non,E,19.270,/spielbericht/index/spielbericht/2482439,2482439
2014-15,Ligue 1,35,sam. 02/05/2015,17:00,Lyon,FC Évian,2,0,non,D,36.839,/spielbericht/index/spielbericht/2482447,2482447
2014-15,Ligue 1,36,sam. 09/05/2015,17:00,SM Caen,Lyon,3,0,non,E,19.842,/spielbericht/index/spielbericht/2482459,2482459
2014-15,Ligue 1,37,sam. 16/05/2015,21:00,Lyon,G. Bordeaux,1,1,non,D,39.961,/spielbericht/index/spielbericht/2482465,2482465
2014-15,Ligue 1,38,sam. 23/05/2015,21:00,Stade Rennais,Lyon,0,1,non,E,26.281,/spielbericht/index/spielbericht/2482479,2482479
2015-16,Trophée des Champions,Finale,sam. 01/08/2015,21:00,PSG,Lyon,2,0,non,E,20.057,/spielbericht/index/spielbericht/2605838,2605838
2015-16,Ligue 1,1,dim. 09/08/2015,21:00,Lyon,FC Lorient,0,0,non,D,28.116,/spielbericht/index/spielbericht/2586774,2586774
2015-16,Ligue 1,2,sam. 15/08/2015,20:00,EA Guingamp,Lyon,0,1,non,E,17.728,/spielbericht/index/spielbericht/2586780,2586780
2015-16,Ligue 1,3,sam. 22/08/2015,17:00,Lyon,Stade Rennais,1,2,non,D,31.470,/spielbericht/index/spielbericht/2586793,2586793
2015-16,Ligue 1,4,sam. 29/08/2015,17:00,SM Caen,Lyon,0,4,non,E,19.795,/spielbericht/index/spielbericht/2586801,2586801
2015-16,Ligue 1,5,sam. 12/09/2015,17:00,Lyon,LOSC Lille,0,0,non,D,32.137,/spielbericht/index/spielbericht/2586813,2586813
2015-16,UEFA Champions League,Phase de groupe,mer. 16/09/2015,20:45,La Gantoise,Lyon,1,1,non,E,19.601,/spielbericht/index/spielbericht/2618550,2618550
2015-16,Ligue 1,6,dim. 20/09/2015,21:00,Marseille,Lyon,1,1,non,E,56.194,/spielbericht/index/spielbericht/2586841,2586841
2015-16,Ligue 1,7,mer. 23/09/2015,19:00,Lyon,SC Bastia,2,0,non,D,25.658,/spielbericht/index/spielbericht/2586880,2586880
2015-16,Ligue 1,8,sam. 26/09/2015,20:00,G. Bordeaux,Lyon,3,1,non,E,26.593,/spielbericht/index/spielbericht/2586904,2586904
2015-16,UEFA Champions League,Phase de groupe,mar. 29/09/2015,20:45,Lyon,FC Valencia,0,1,non,D,33.534,/spielbericht/index/spielbericht/2618563,2618563
2015-16,Ligue 1,9,sam. 03/10/2015,17:30,Lyon,Stade de Reims,1,0,non,D,30.089,/spielbericht/index/spielbericht/2586912,2586912
2015-16,Ligue 1,10,ven. 16/10/2015,20:30,Monaco,Lyon,1,1,non,E,9.513,/spielbericht/index/spielbericht/2586935,2586935
2015-16,UEFA Champions League,Phase de groupe,mar. 20/10/2015,20:45,Zenit S-Pb,Lyon,3,1,non,E,17.517,/spielbericht/index/spielbericht/2618584,2618584
2015-16,Ligue 1,11,ven. 23/10/2015,20:30,Lyon,Toulouse,3,0,non,D,32.327,/spielbericht/index/spielbericht/2586964,2586964
2015-16,Ligue 1,12,sam. 31/10/2015,20:00,Troyes,Lyon,0,1,non,E,14.877,/spielbericht/index/spielbericht/2586983,2586983
2015-16,UEFA Champions League,Phase de groupe,mer. 04/11/2015,20:45,Lyon,Zenit S-Pb,0,2,non,D,30.173,/spielbericht/index/spielbericht/2618608,2618608
2015-16,Ligue 1,13,dim. 08/11/2015,21:00,Lyon,Saint-Étienne,3,0,non,D,38.752,/spielbericht/index/spielbericht/2586996,2586996
2015-16,Ligue 1,14,ven. 20/11/2015,20:30,OGC Nice,Lyon,3,0,non,E,17.872,/spielbericht/index/spielbericht/2587003,2587003
2015-16,UEFA Champions League,Phase de groupe,mar. 24/11/2015,20:45,Lyon,La Gantoise,1,2,non,D,30.206,/spielbericht/index/spielbericht/2618625,2618625
2015-16,Ligue 1,15,ven. 27/11/2015,20:30,Lyon,Montpellier,2,4,non,D,30.826,/spielbericht/index/spielbericht/2587013,2587013
2015-16,Ligue 1,16,mar. 01/12/2015,21:00,FC Nantes,Lyon,0,0,non,E,20.896,/spielbericht/index/spielbericht/2600608,2600608
2015-16,Ligue 1,17,sam. 05/12/2015,17:00,Lyon,Angers SCO,0,2,non,D,36.068,/spielbericht/index/spielbericht/2600618,2600618
2015-16,UEFA Champions League,Phase de groupe,mer. 09/12/2015,20:45,FC Valencia,Lyon,0,2,non,E,32.494,/spielbericht/index/spielbericht/2618640,2618640
2015-16,Ligue 1,18,dim. 13/12/2015,21:00,PSG,Lyon,5,1,non,E,46.650,/spielbericht/index/spielbericht/2600626,2600626
2015-16,Coupe de la Ligue,Huitièmes de finale,mer. 16/12/2015,20:00,Lyon,Tours FC,2,1,non,D,15.835,/spielbericht/index/spielbericht/2637059,2637059
2015-16,Ligue 1,19,dim. 20/12/2015,17:00,G. Ajaccio,Lyon,2,1,non,E,4.125,/spielbericht/index/spielbericht/2600639,2600639
2015-16,Coupe de France,5e tour,dim. 03/01/2016,14:15,Limoges FC,Lyon,0,7,non,E,12.000,/spielbericht/index/spielbericht/2645510,2645510
2015-16,Ligue 1,20,sam. 09/01/2016,17:00,Lyon,Troyes,4,1,non,D,55.169,/spielbericht/index/spielbericht/2609666,2609666
2015-16,Coupe de la Ligue,Quarts de finale,mer. 13/01/2016,21:00,PSG,Lyon,2,1,non,E,47.267,/spielbericht/index/spielbericht/2647288,2647288
2015-16,Ligue 1,21,dim. 17/01/2016,21:00,Saint-Étienne,Lyon,1,0,non,E,36.503,/spielbericht/index/spielbericht/2609670,2609670
2015-16,Coupe de France,6e tour,mer. 20/01/2016,18:30,FC Chambly Oise,Lyon,0,2,non,E,9.500,/spielbericht/index/spielbericht/2654389,2654389
2015-16,Ligue 1,22,dim. 24/01/2016,21:00,Lyon,Marseille,1,1,non,D,56.506,/spielbericht/index/spielbericht/2609686,2609686
2015-16,Ligue 1,23,sam. 30/01/2016,20:00,SC Bastia,Lyon,1,0,non,E,10.908,/spielbericht/index/spielbericht/2609697,2609697
2015-16,Ligue 1,24,mer. 03/02/2016,19:00,Lyon,G. Bordeaux,3,0,non,D,30.143,/spielbericht/index/spielbericht/2609706,2609706
2015-16,Ligue 1,25,sam. 06/02/2016,17:00,Angers SCO,Lyon,0,3,non,E,15.836,/spielbericht/index/spielbericht/2609710,2609710
2015-16,Coupe de France,Huitièmes de finale,mer. 10/02/2016,21:05,PSG,Lyon,3,0,non,E,42.000,/spielbericht/index/spielbericht/2658417,2658417
2015-16,Ligue 1,26,dim. 14/02/2016,14:00,Lyon,SM Caen,4,1,non,D,38.624,/spielbericht/index/spielbericht/2609726,2609726
2015-16,Ligue 1,27,dim. 21/02/2016,21:00,LOSC Lille,Lyon,1,0,non,E,32.956,/spielbericht/index/spielbericht/2609734,2609734
2015-16,Ligue 1,28,dim. 28/02/2016,21:00,Lyon,PSG,2,1,non,D,56.661,/spielbericht/index/spielbericht/2609747,2609747
2015-16,Ligue 1,29,dim. 06/03/2016,21:00,Lyon,EA Guingamp,5,1,non,D,33.133,/spielbericht/index/spielbericht/2609755,2609755
2015-16,Ligue 1,30,dim. 13/03/2016,21:00,Stade Rennais,Lyon,2,2,non,E,25.830,/spielbericht/index/spielbericht/2609768,2609768
2015-16,Ligue 1,31,sam. 19/03/2016,21:00,Lyon,FC Nantes,2,0,non,D,47.505,/spielbericht/index/spielbericht/2609776,2609776
2015-16,Ligue 1,32,dim. 03/04/2016,21:00,FC Lorient,Lyon,1,3,non,E,15.132,/spielbericht/index/spielbericht/2609783,2609783
2015-16,Ligue 1,33,ven. 08/04/2016,20:30,Montpellier,Lyon,0,2,non,E,15.066,/spielbericht/index/spielbericht/2609794,2609794
2015-16,Ligue 1,34,ven. 15/04/2016,20:30,Lyon,OGC Nice,1,1,non,D,55.744,/spielbericht/index/spielbericht/2609806,2609806
2015-16,Ligue 1,35,sam. 23/04/2016,17:30,Toulouse,Lyon,2,3,non,E,24.316,/spielbericht/index/spielbericht/2609819,2609819
2015-16,Ligue 1,36,sam. 30/04/2016,21:00,Lyon,G. Ajaccio,2,1,non,D,50.546,/spielbericht/index/spielbericht/2609826,2609826
2015-16,Ligue 1,37,sam. 07/05/2016,21:00,Lyon,Monaco,6,1,non,D,56.696,/spielbericht/index/spielbericht/2609837,2609837
2015-16,Ligue 1,38,sam. 14/05/2016,21:00,Stade de Reims,Lyon,4,1,non,E,17.432,/spielbericht/index/spielbericht/2609848,2609848
2016-17,Trophée des Champions,Finale,sam. 06/08/2016,20:45,PSG,Lyon,4,1,non,E,10.120,/spielbericht/index/spielbericht/2698559,2698559
2016-17,Ligue 1,1,dim. 14/08/2016,15:00,AS Nancy,Lyon,0,3,non,E,18.885,/spielbericht/index/spielbericht/2698549,2698549
2016-17,Ligue 1,2,ven. 19/08/2016,20:45,Lyon,SM Caen,2,0,non,D,41.171,/spielbericht/index/spielbericht/2701603,2701603
2016-17,Ligue 1,3,sam. 27/08/2016,17:00,Dijon,Lyon,4,2,non,E,10.369,/spielbericht/index/spielbericht/2701616,2701616
2016-17,Ligue 1,4,sam. 10/09/2016,17:00,Lyon,G. Bordeaux,1,3,non,D,40.976,/spielbericht/index/spielbericht/2701623,2701623
2016-17,UEFA Champions League,Phase de groupe,mer. 14/09/2016,20:45,Lyon,Dinamo Zagreb,3,0,non,D,43.754,/spielbericht/index/spielbericht/2754191,2754191
2016-17,Ligue 1,5,dim. 18/09/2016,20:45,Marseille,Lyon,0,0,non,E,32.564,/spielbericht/index/spielbericht/2701635,2701635
2016-17,Ligue 1,6,mer. 21/09/2016,19:00,Lyon,Montpellier,5,1,non,D,32.193,/spielbericht/index/spielbericht/2701642,2701642
2016-17,Ligue 1,7,sam. 24/09/2016,17:00,FC Lorient,Lyon,1,0,non,E,10.628,/spielbericht/index/spielbericht/2701652,2701652
2016-17,UEFA Champions League,Phase de groupe,mar. 27/09/2016,20:45,Séville FC,Lyon,1,0,non,E,36.741,/spielbericht/index/spielbericht/2754904,2754904
2016-17,Ligue 1,8,dim. 02/10/2016,20:45,Lyon,Saint-Étienne,2,0,non,D,57.050,/spielbericht/index/spielbericht/2701662,2701662
2016-17,Ligue 1,9,ven. 14/10/2016,20:45,OGC Nice,Lyon,2,0,non,E,28.139,/spielbericht/index/spielbericht/2701674,2701674
2016-17,UEFA Champions League,Phase de groupe,mar. 18/10/2016,20:45,Lyon,Juventus,0,1,non,D,53.907,/spielbericht/index/spielbericht/2754929,2754929
2016-17,Ligue 1,10,sam. 22/10/2016,17:00,Lyon,EA Guingamp,1,3,non,D,39.184,/spielbericht/index/spielbericht/2702719,2702719
2016-17,Ligue 1,11,sam. 29/10/2016,17:00,Toulouse,Lyon,1,2,non,E,24.141,/spielbericht/index/spielbericht/2702738,2702738
2016-17,UEFA Champions League,Phase de groupe,mer. 02/11/2016,20:45,Juventus,Lyon,1,1,non,E,40.356,/spielbericht/index/spielbericht/2755700,2755700
2016-17,Ligue 1,12,sam. 05/11/2016,20:00,Lyon,SC Bastia,2,1,non,D,33.886,/spielbericht/index/spielbericht/2702750,2702750
2016-17,Ligue 1,13,ven. 18/11/2016,20:45,LOSC Lille,Lyon,0,1,non,E,28.660,/spielbericht/index/spielbericht/2702761,2702761
2016-17,UEFA Champions League,Phase de groupe,mar. 22/11/2016,20:45,Dinamo Zagreb,Lyon,0,1,non,E,7.834,/spielbericht/index/spielbericht/2755714,2755714
2016-17,Ligue 1,14,dim. 27/11/2016,20:45,Lyon,PSG,1,2,non,D,55.107,/spielbericht/index/spielbericht/2702774,2702774
2016-17,Ligue 1,15,mer. 30/11/2016,19:00,FC Nantes,Lyon,0,6,non,E,18.964,/spielbericht/index/spielbericht/2702789,2702789
2016-17,UEFA Champions League,Phase de groupe,mer. 07/12/2016,20:45,Lyon,Séville FC,0,0,non,D,52.423,/spielbericht/index/spielbericht/2755743,2755743
2016-17,Ligue 1,17,dim. 11/12/2016,15:00,Lyon,Stade Rennais,1,0,non,D,33.901,/spielbericht/index/spielbericht/2702805,2702805
2016-17,Coupe de la Ligue,Huitièmes de finale,mer. 14/12/2016,21:05,Lyon,EA Guingamp,5,6,oui,D,17.002,/spielbericht/index/spielbericht/2770607,2770607
2016-17,Ligue 1,18,dim. 18/12/2016,20:45,Monaco,Lyon,1,3,non,E,13.129,/spielbericht/index/spielbericht/2702818,2702818
2016-17,Ligue 1,19,mer. 21/12/2016,20:50,Lyon,Angers SCO,2,0,non,D,32.098,/spielbericht/index/spielbericht/2702824,2702824
2016-17,Coupe de France,5e tour,dim. 08/01/2017,21:00,Lyon,Montpellier,5,0,non,D,32.193,/spielbericht/index/spielbericht/2814012,2814012
2016-17,Ligue 1,20,dim. 15/01/2017,17:00,SM Caen,Lyon,3,2,non,E,18.935,/spielbericht/index/spielbericht/2716703,2716703
2016-17,Ligue 1,21,dim. 22/01/2017,21:00,Lyon,Marseille,3,1,non,D,48.147,/spielbericht/index/spielbericht/2716706,2716706
2016-17,Ligue 1,22,sam. 28/01/2017,17:00,Lyon,LOSC Lille,1,2,non,D,35.479,/spielbericht/index/spielbericht/2717377,2717377
2016-17,Coupe de France,6e tour,mar. 31/01/2017,21:05,Marseille,Lyon,2,1,non,E,53.502,/spielbericht/index/spielbericht/2814017,2814017
2016-17,Ligue 1,23,dim. 05/02/2017,21:00,Saint-Étienne,Lyon,2,0,non,E,37.029,/spielbericht/index/spielbericht/2735501,2735501
2016-17,Ligue 1,24,mer. 08/02/2017,19:00,Lyon,AS Nancy,4,0,non,D,28.349,/spielbericht/index/spielbericht/2735515,2735515
2016-17,Ligue 1,25,sam. 11/02/2017,17:00,EA Guingamp,Lyon,2,1,non,E,15.242,/spielbericht/index/spielbericht/2735530,2735530
2016-17,UEFA Europa League,Tour intermédiaire,jeu. 16/02/2017,19:00,AZ Alkmaar,Lyon,1,4,non,E,16.098,/spielbericht/index/spielbericht/2805666,2805666
2016-17,Ligue 1,26,dim. 19/02/2017,17:00,Lyon,Dijon,4,2,non,D,35.197,/spielbericht/index/spielbericht/2735535,2735535
2016-17,UEFA Europa League,Tour intermédiaire,jeu. 23/02/2017,21:05,Lyon,AZ Alkmaar,7,1,non,D,25.743,/spielbericht/index/spielbericht/2805682,2805682
2016-17,Ligue 1,27,dim. 26/02/2017,17:00,Lyon,FC Metz,5,0,non,D,32.488,/spielbericht/index/spielbericht/2735546,2735546
2016-17,Ligue 1,28,ven. 03/03/2017,20:45,G. Bordeaux,Lyon,1,1,non,E,31.511,/spielbericht/index/spielbericht/2735552,2735552
2016-17,UEFA Europa League,Huitièmes de finale,jeu. 09/03/2017,21:05,Lyon,AS Roma,4,2,non,D,50.588,/spielbericht/index/spielbericht/2831520,2831520
2016-17,Ligue 1,29,dim. 12/03/2017,17:00,Lyon,Toulouse,4,0,non,D,34.463,/spielbericht/index/spielbericht/2735567,2735567
2016-17,UEFA Europa League,Huitièmes de finale,jeu. 16/03/2017,21:05,AS Roma,Lyon,2,1,non,E,46.453,/spielbericht/index/spielbericht/2831541,2831541
2016-17,Ligue 1,30,dim. 19/03/2017,21:00,PSG,Lyon,2,1,non,E,47.253,/spielbericht/index/spielbericht/2735574,2735574
2016-17,Ligue 1,31,dim. 02/04/2017,15:00,Stade Rennais,Lyon,1,1,non,E,23.673,/spielbericht/index/spielbericht/2735586,2735586
2016-17,Ligue 1,16,mer. 05/04/2017,19:00,FC Metz,Lyon,0,3,non,E,X,/spielbericht/index/spielbericht/2817414,2817414
2016-17,Ligue 1,32,sam. 08/04/2017,20:00,Lyon,FC Lorient,1,4,non,D,35.595,/spielbericht/index/spielbericht/2735595,2735595
2016-17,UEFA Europa League,Quarts de finale,jeu. 13/04/2017,21:50,Lyon,Besiktas,2,1,non,D,55.452,/spielbericht/index/spielbericht/2840956,2840956
2016-17,Ligue 1,33,dim. 16/04/2017,17:00,SC Bastia,Lyon,0,0,non,E,12.880,/spielbericht/index/spielbericht/2848788,2848788
2016-17,UEFA Europa League,Quarts de finale,jeu. 20/04/2017,21:05,Besiktas,Lyon,8,8,oui,E,39.623,/spielbericht/index/spielbericht/2840960,2840960
2016-17,Ligue 1,34,dim. 23/04/2017,21:15,Lyon,Monaco,1,2,non,D,44.411,/spielbericht/index/spielbericht/2735616,2735616
2016-17,Ligue 1,35,ven. 28/04/2017,20:45,Angers SCO,Lyon,1,2,non,E,14.699,/spielbericht/index/spielbericht/2735625,2735625
2016-17,UEFA Europa League,Demi-finales,mer. 03/05/2017,18:45,Ajax,Lyon,4,1,non,E,52.141,/spielbericht/index/spielbericht/2849358,2849358
2016-17,Ligue 1,36,dim. 07/05/2017,17:00,Lyon,FC Nantes,3,2,non,D,34.473,/spielbericht/index/spielbericht/2735636,2735636
2016-17,UEFA Europa League,Demi-finales,jeu. 11/05/2017,21:05,Lyon,Ajax,3,1,non,D,53.810,/spielbericht/index/spielbericht/2849360,2849360
2016-17,Ligue 1,37,dim. 14/05/2017,21:00,Montpellier,Lyon,1,3,non,E,13.923,/spielbericht/index/spielbericht/2735643,2735643
2016-17,Ligue 1,38,sam. 20/05/2017,21:00,Lyon,OGC Nice,3,3,non,D,50.080,/spielbericht/index/spielbericht/2735655,2735655
2017-18,Ligue 1,1,sam. 05/08/2017,20:00,Lyon,R. Strasbourg,4,0,non,D,39.177,/spielbericht/index/spielbericht/2890516,2890516
2017-18,Ligue 1,2,ven. 11/08/2017,20:45,Stade Rennais,Lyon,1,2,non,E,24.944,/spielbericht/index/spielbericht/2891823,2891823
2017-18,Ligue 1,3,sam. 19/08/2017,17:00,Lyon,G. Bordeaux,3,3,non,D,42.073,/spielbericht/index/spielbericht/2901016,2901016
2017-18,Ligue 1,4,sam. 26/08/2017,17:15,FC Nantes,Lyon,0,0,non,E,30.718,/spielbericht/index/spielbericht/2901097,2901097
2017-18,Ligue 1,5,dim. 10/09/2017,17:00,Lyon,EA Guingamp,2,1,non,D,36.697,/spielbericht/index/spielbericht/2901110,2901110
2017-18,UEFA Europa League,Phase de groupe,jeu. 14/09/2017,19:00,Apol. Limassol,Lyon,1,1,non,E,5.134,/spielbericht/index/spielbericht/2919780,2919780
2017-18,Ligue 1,6,dim. 17/09/2017,21:00,PSG,Lyon,2,0,non,E,47.191,/spielbericht/index/spielbericht/2901127,2901127
2017-18,Ligue 1,7,sam. 23/09/2017,20:00,Lyon,Dijon,3,3,non,D,33.600,/spielbericht/index/spielbericht/2901143,2901143
2017-18,UEFA Europa League,Phase de groupe,jeu. 28/09/2017,21:05,Lyon,Atalanta,1,1,non,D,27.715,/spielbericht/index/spielbericht/2919818,2919818
2017-18,Ligue 1,8,dim. 01/10/2017,17:00,Angers SCO,Lyon,3,3,non,E,11.432,/spielbericht/index/spielbericht/2901315,2901315
2017-18,Ligue 1,9,ven. 13/10/2017,20:45,Lyon,Monaco,3,2,non,D,43.295,/spielbericht/index/spielbericht/2903931,2903931
2017-18,UEFA Europa League,Phase de groupe,jeu. 19/10/2017,21:05,FC Everton,Lyon,1,2,non,E,27.160,/spielbericht/index/spielbericht/2919849,2919849
2017-18,Ligue 1,10,dim. 22/10/2017,17:00,Troyes,Lyon,0,5,non,E,14.722,/spielbericht/index/spielbericht/2903944,2903944
2017-18,Ligue 1,11,dim. 29/10/2017,15:00,Lyon,FC Metz,2,0,non,D,53.921,/spielbericht/index/spielbericht/2942657,2942657
2017-18,UEFA Europa League,Phase de groupe,jeu. 02/11/2017,19:00,Lyon,FC Everton,3,0,non,D,48.103,/spielbericht/index/spielbericht/2919860,2919860
2017-18,Ligue 1,12,dim. 05/11/2017,21:00,Saint-Étienne,Lyon,0,5,non,E,38.993,/spielbericht/index/spielbericht/2942669,2942669
2017-18,Ligue 1,13,dim. 19/11/2017,17:00,Lyon,Montpellier,0,0,non,D,47.651,/spielbericht/index/spielbericht/2942674,2942674
2017-18,UEFA Europa League,Phase de groupe,jeu. 23/11/2017,21:05,Lyon,Apol. Limassol,4,0,non,D,26.972,/spielbericht/index/spielbericht/2919896,2919896
2017-18,Ligue 1,14,dim. 26/11/2017,15:00,OGC Nice,Lyon,0,5,non,E,27.542,/spielbericht/index/spielbericht/2942685,2942685
2017-18,Ligue 1,15,mer. 29/11/2017,19:00,Lyon,LOSC Lille,1,2,non,D,31.679,/spielbericht/index/spielbericht/2942695,2942695
2017-18,Ligue 1,16,dim. 03/12/2017,17:00,SM Caen,Lyon,1,2,non,E,19.455,/spielbericht/index/spielbericht/2942708,2942708
2017-18,UEFA Europa League,Phase de groupe,jeu. 07/12/2017,19:00,Atalanta,Lyon,1,0,non,E,13.925,/spielbericht/index/spielbericht/2919909,2919909
2017-18,Ligue 1,17,dim. 10/12/2017,15:00,Amiens SC,Lyon,1,2,non,E,9.130,/spielbericht/index/spielbericht/2942718,2942718
2017-18,Coupe de la Ligue,Huitièmes de finale,mer. 13/12/2017,21:05,Montpellier,Lyon,4,1,non,E,7.447,/spielbericht/index/spielbericht/2959088,2959088
2017-18,Ligue 1,18,dim. 17/12/2017,21:00,Lyon,Marseille,2,0,non,D,57.206,/spielbericht/index/spielbericht/2942726,2942726
2017-18,Ligue 1,19,mer. 20/12/2017,20:50,Toulouse,Lyon,1,2,non,E,15.853,/spielbericht/index/spielbericht/2942733,2942733
2017-18,Coupe de France,5e tour,sam. 06/01/2018,21:00,AS Nancy,Lyon,2,3,non,E,14.201,/spielbericht/index/spielbericht/2978635,2978635
2017-18,Ligue 1,20,dim. 14/01/2018,17:00,Lyon,Angers SCO,1,1,non,D,36.691,/spielbericht/index/spielbericht/2942746,2942746
2017-18,Ligue 1,21,mer. 17/01/2018,19:00,EA Guingamp,Lyon,0,2,non,E,14.638,/spielbericht/index/spielbericht/2942751,2942751
2017-18,Ligue 1,22,dim. 21/01/2018,21:00,Lyon,PSG,2,1,non,D,57.582,/spielbericht/index/spielbericht/2942765,2942765
2017-18,Coupe de France,6e tour,mer. 24/01/2018,21:05,Monaco,Lyon,2,3,non,E,7.143,/spielbericht/index/spielbericht/2991904,2991904
2017-18,Ligue 1,23,dim. 28/01/2018,17:00,G. Bordeaux,Lyon,3,1,non,E,29.310,/spielbericht/index/spielbericht/2942775,2942775
2017-18,Ligue 1,24,dim. 04/02/2018,21:00,Monaco,Lyon,3,2,non,E,10.301,/spielbericht/index/spielbericht/2942780,2942780
2017-18,Coupe de France,Huitièmes de finale,mer. 07/02/2018,21:00,Montpellier,Lyon,1,2,non,E,7.000,/spielbericht/index/spielbericht/2993335,2993335
2017-18,Ligue 1,25,dim. 11/02/2018,21:00,Lyon,Stade Rennais,0,2,non,D,39.189,/spielbericht/index/spielbericht/2942797,2942797
2017-18,UEFA Europa League,Tour intermédiaire,jeu. 15/02/2018,21:05,Lyon,Villarreal,3,1,non,D,46.846,/spielbericht/index/spielbericht/2982080,2982080
2017-18,Ligue 1,26,dim. 18/02/2018,17:00,LOSC Lille,Lyon,2,2,non,E,39.523,/spielbericht/index/spielbericht/2942805,2942805
2017-18,UEFA Europa League,Tour intermédiaire,jeu. 22/02/2018,19:00,Villarreal,Lyon,0,1,non,E,17.028,/spielbericht/index/spielbericht/2982096,2982096
2017-18,Ligue 1,27,dim. 25/02/2018,17:00,Lyon,Saint-Étienne,1,1,non,D,58.069,/spielbericht/index/spielbericht/2942815,2942815
2017-18,Coupe de France,Quarts de finale,jeu. 01/03/2018,21:00,SM Caen,Lyon,1,0,non,E,17.000,/spielbericht/index/spielbericht/3000613,3000613
2017-18,Ligue 1,28,dim. 04/03/2018,17:00,Montpellier,Lyon,1,1,non,E,15.160,/spielbericht/index/spielbericht/2942824,2942824
2017-18,UEFA Europa League,Huitièmes de finale,jeu. 08/03/2018,19:00,CSKA Moscou,Lyon,0,1,non,E,13.990,/spielbericht/index/spielbericht/3009816,3009816
2017-18,Ligue 1,29,dim. 11/03/2018,17:00,Lyon,SM Caen,1,0,non,D,39.530,/spielbericht/index/spielbericht/2942835,2942835
2017-18,UEFA Europa League,Huitièmes de finale,jeu. 15/03/2018,21:05,Lyon,CSKA Moscou,2,3,non,D,38.622,/spielbericht/index/spielbericht/3009824,3009824
2017-18,Ligue 1,30,dim. 18/03/2018,21:00,Marseille,Lyon,2,3,non,E,60.009,/spielbericht/index/spielbericht/2942847,2942847
2017-18,Ligue 1,31,dim. 01/04/2018,21:00,Lyon,Toulouse,2,0,non,D,48.548,/spielbericht/index/spielbericht/2942854,2942854
2017-18,Ligue 1,32,dim. 08/04/2018,17:00,FC Metz,Lyon,0,5,non,E,15.540,/spielbericht/index/spielbericht/2942863,2942863
2017-18,Ligue 1,33,sam. 14/04/2018,17:00,Lyon,Amiens SC,3,0,non,D,47.513,/spielbericht/index/spielbericht/2942873,2942873
2017-18,Ligue 1,34,ven. 20/04/2018,21:00,Dijon,Lyon,2,5,non,E,15.102,/spielbericht/index/spielbericht/2942881,2942881
2017-18,Ligue 1,35,sam. 28/04/2018,17:00,Lyon,FC Nantes,2,0,non,D,50.443,/spielbericht/index/spielbericht/2942894,2942894
2017-18,Ligue 1,36,dim. 06/05/2018,16:30,Lyon,Troyes,3,0,non,D,54.274,/spielbericht/index/spielbericht/2942905,2942905
2017-18,Ligue 1,37,sam. 12/05/2018,21:00,R. Strasbourg,Lyon,3,2,non,E,25.503,/spielbericht/index/spielbericht/2942917,2942917
2017-18,Ligue 1,38,sam. 19/05/2018,21:00,Lyon,OGC Nice,3,2,non,D,56.953,/spielbericht/index/spielbericht/2942926,2942926
2018-19,Ligue 1,1,dim. 12/08/2018,15:00,Lyon,Amiens SC,2,0,non,D,48.263,/spielbericht/index/spielbericht/3047434,3047434
2018-19,Ligue 1,2,ven. 17/08/2018,20:45,Stade de Reims,Lyon,1,0,non,E,18.917,/spielbericht/index/spielbericht/3047447,3047447
2018-19,Ligue 1,3,ven. 24/08/2018,20:45,Lyon,R. Strasbourg,2,0,non,D,47.341,/spielbericht/index/spielbericht/3047454,3047454
2018-19,Ligue 1,4,ven. 31/08/2018,20:45,Lyon,OGC Nice,0,1,non,D,53.438,/spielbericht/index/spielbericht/3047464,3047464
2018-19,Ligue 1,5,sam. 15/09/2018,17:00,SM Caen,Lyon,2,2,non,E,17.676,/spielbericht/index/spielbericht/3047473,3047473
2018-19,UEFA Champions League,Phase de groupe,mer. 19/09/2018,21:00,Man City,Lyon,1,2,non,E,40.111,/spielbericht/index/spielbericht/3097966,3097966
2018-19,Ligue 1,6,dim. 23/09/2018,21:00,Lyon,Marseille,4,2,non,D,57.287,/spielbericht/index/spielbericht/3047514,3047514
2018-19,Ligue 1,7,mer. 26/09/2018,19:00,Dijon,Lyon,0,3,non,E,14.651,/spielbericht/index/spielbericht/3047524,3047524
2018-19,Ligue 1,8,sam. 29/09/2018,20:00,Lyon,FC Nantes,1,1,non,D,50.319,/spielbericht/index/spielbericht/3047534,3047534
2018-19,UEFA Champions League,Phase de groupe,mar. 02/10/2018,21:00,Lyon,Shakhtar D.,2,2,non,D,X,/spielbericht/index/spielbericht/3097990,3097990
